stamp,doc_type,n_sentences,n_directional,tone_finbert,tone_direction,tone_finbert_aug,chair
2025-05-07 14:00:00,statement,15.0,0.0,-0.12568141172329586,,-0.12568141172329586,Powell
2025-05-07 14:30:00,speech,497.0,1.0,0.024939692438668167,-0.5,0.023739563289962306,Powell
2025-05-28 14:00:00,minutes,249.0,4.0,0.031531356686509276,0.0,0.02524263961577272,Powell
2025-06-18 14:00:00,statement,14.0,0.0,-0.23987179143088205,,-0.23987179143088205,Powell
2025-06-18 14:30:00,speech,489.0,3.0,0.010329353750696699,-0.5,0.007825963126765926,Powell
2025-06-24 08:30:00,speech,46.0,0.0,-0.09010358980816344,,-0.09010358980816344,Powell
2025-07-09 14:00:00,minutes,235.0,4.0,-0.008561433867571201,0.25,-0.00040479123275330724,Powell
2025-07-30 14:00:00,statement,16.0,1.0,-0.11430323007516563,-0.75,-0.1875054358970374,Powell
2025-07-30 14:30:00,speech,443.0,2.0,0.015379652864474206,-0.5,0.012566483775090688,Powell
2025-08-20 14:00:00,minutes,238.0,6.0,0.05255228983817481,-0.5416666666666666,0.0310773296172128,Powell
2025-08-22 10:00:00,speech,126.0,5.0,0.0011664324454844944,0.5,0.03737639819109251,Powell
2025-09-17 14:00:00,statement,15.0,2.0,-0.0385435884197553,-0.875,-0.1991017108162244,Powell
2025-09-17 14:30:00,speech,505.0,5.0,0.06100947734447989,-0.5,0.05237371360901559,Powell
2025-09-23 12:35:00,speech,63.0,1.0,-0.005298047400419674,-0.75,-0.013639953253524644,Powell
2025-10-08 14:00:00,minutes,206.0,15.0,0.08484115711078771,-0.45,0.03741809659755056,Powell
2025-10-29 14:00:00,statement,15.0,2.0,-0.04400589813788732,-0.875,-0.19254738837480545,Powell
2025-10-29 14:30:00,speech,481.0,5.0,0.04910294185712035,-0.1,0.04631034017631517,Powell
2025-11-19 14:00:00,minutes,263.0,12.0,-0.005616963185908224,-0.22916666666666666,-0.023676838874533604,Powell
2025-12-10 14:00:00,statement,16.0,2.0,-0.04383575078099966,-0.875,-0.18482550885528326,Powell
2025-12-10 14:30:00,speech,510.0,8.0,0.06045344557759224,-0.3125,0.051716173217431,Powell
2025-12-30 14:00:00,minutes,231.0,12.0,0.04439882586560982,-0.4375,0.01774564895827275,Powell
2026-01-28 14:00:00,statement,14.0,1.0,-0.15230130696935312,-0.75,-0.23488108574279717,Powell
2026-01-28 14:30:00,speech,443.0,4.0,0.027808224635186098,-0.25,0.02705022177194365,Powell
2026-02-18 14:00:00,minutes,8.0,0.0,-0.14639926911331713,,-0.14639926911331713,Powell
2026-03-18 14:00:00,statement,15.0,1.0,-0.06396696567535401,-0.75,-0.13489588101704916,Powell
2026-03-18 14:30:00,speech,432.0,4.0,0.027460098348523455,-0.25,0.023601769008328794,Powell
2026-04-08 14:00:00,minutes,204.0,9.0,0.011130497562607714,-0.2777777777777778,-0.01285415043250895,Powell
2026-04-29 14:00:00,statement,14.0,1.0,-0.06634559163025447,-0.75,-0.1381007241351264,Powell
2026-04-29 14:30:00,speech,549.0,1.0,-0.001327867244789292,0.5,-0.0014784518113607483,Powell
2026-05-20 14:00:00,minutes,230.0,12.0,-0.0942052445495906,-0.08333333333333333,-0.09797063957413901,Powell
2026-06-17 14:00:00,statement,8.0,0.0,-0.47874920070171356,,-0.47874920070171356,Warsh
2026-06-17 14:30:00,speech,376.0,2.0,-0.0700134613372861,0.0,-0.06996983773213752,Warsh
2026-07-08 14:00:00,minutes,174.0,5.0,-0.15597782407127236,0.5,-0.11533410944601243,Warsh
2026-07-14 08:30:00,speech,77.0,0.0,-0.1854104722136414,,-0.1854104722136414,Warsh
2026-07-29 14:00:00,statement,9.0,1.0,-0.41005607032113606,0.75,-0.322571251127455,Warsh
2026-07-29 14:30:00,speech,396.0,3.0,-0.06658450274662388,0.6666666666666666,-0.06162581998723173,Warsh
2026-08-19 14:00:00,minutes,200.0,10.0,-0.14017151686362922,0.404,-0.10682353059314192,Warsh
